Insert(-212.56,Value0)
Insert(-480.72,Value44411)
Insert(-743.63,Value44412)
Insert(1207.24,Value44413)
Insert(1485.5,Value44414)
Insert(-508.25,Value44415)
Insert(-1229.28,Value44416)
Insert(800.0,Value44417)
Insert(1118.15,Value44418)
Insert(-1038.98,Value44419)
Insert(-1284.2,Value44420)
Insert(214.65,Value44421)
Insert(-954.72,Value44422)
Insert(-433.39,Value44423)
Insert(-618.39,Value44424)
Insert(676.91,Value44425)
Insert(1104.43,Value44426)
Insert(878.08,Value44427)
Insert(-1274.52,Value44428)
Insert(1200.47,Value44429)
Insert(579.75,Value44430)
Insert(-1138.1,Value44431)
Insert(-122.96,Value44432)
Insert(328.96,Value44433)
Insert(1440.66,Value44434)
Insert(-1415.14,Value44435)
Insert(-60.75,Value44436)
Insert(-1060.99,Value44437)
Insert(681.49,Value44438)
Insert(234.44,Value44439)
Insert(-1405.84,Value44440)
Insert(-960.08,Value44441)
Insert(-27.29,Value44442)
Insert(75.17,Value44443)
Insert(364.27,Value44444)
Insert(1056.63,Value44445)
Insert(480.89,Value44446)
Insert(676.16,Value44447)
Insert(685.89,Value44448)
Insert(814.97,Value44449)
Insert(770.27,Value44450)
Insert(-957.35,Value44451)
Insert(868.76,Value44452)
Insert(-750.24,Value44453)
Insert(-360.03,Value44454)
Insert(1368.52,Value44455)
Insert(-869.69,Value44456)
Insert(-276.22,Value44457)
Insert(526.78,Value44458)
Insert(1341.27,Value44459)
Insert(889.86,Value44460)
Insert(-844.58,Value44461)
Insert(-830.3,Value44462)
Insert(9.29,Value44463)
Insert(1044.59,Value44464)
Insert(-412.54,Value44465)
Insert(34.99,Value44466)
Insert(1465.17,Value44467)
Insert(-713.87,Value44468)
Insert(-1229.9,Value44469)
Insert(589.89,Value44470)
Insert(-1434.0,Value44471)
Insert(48.5,Value44472)
Insert(816.75,Value44473)
Insert(147.88,Value44474)
Insert(1489.57,Value44475)
Insert(-1023.04,Value44476)
Insert(1371.42,Value44477)
Insert(628.84,Value44478)
Insert(910.68,Value44479)
Insert(-1363.4,Value44480)
Insert(-749.94,Value44481)
Insert(72.35,Value44482)
Insert(-1368.22,Value44483)
Insert(-831.46,Value44484)
Insert(-647.26,Value44485)
Insert(862.62,Value44486)
Insert(1487.55,Value44487)
Insert(330.18,Value44488)
Insert(-417.94,Value44489)
Insert(1234.65,Value44490)
Insert(1219.25,Value44491)
Insert(-754.09,Value44492)
Insert(-1215.42,Value44493)
Insert(-417.88,Value44494)
Insert(-975.88,Value44495)
Insert(-1358.18,Value44496)
Insert(1158.78,Value44497)
Insert(-82.3,Value44498)
Insert(-404.48,Value44499)
Insert(-537.36,Value44500)
Insert(1298.94,Value44501)
Insert(-180.5,Value44502)
Insert(116.62,Value44503)
Insert(-1162.34,Value44504)
Insert(-115.66,Value44505)
Insert(-826.42,Value44506)
Insert(-229.47,Value44507)
Insert(316.36,Value44508)
Insert(513.51,Value44509)
Insert(-1093.9,Value44510)
Insert(-313.24,Value44511)
Insert(-1360.55,Value44512)
Insert(670.11,Value44513)
Insert(-1006.44,Value44514)
Insert(-1298.75,Value44515)
Insert(1255.26,Value44516)
Insert(1496.12,Value44517)
Insert(-374.73,Value44518)
Insert(1228.55,Value44519)
Insert(762.11,Value44520)
Insert(-617.09,Value44521)
Insert(560.71,Value44522)
Insert(559.27,Value44523)
Insert(-717.19,Value44524)
Insert(-320.13,Value44525)
Insert(82.92,Value44526)
Insert(-1240.61,Value44527)
Insert(-644.69,Value44528)
Insert(793.86,Value44529)
Insert(-1019.16,Value44530)
Insert(-1111.19,Value44531)
Insert(916.06,Value44532)
Insert(1020.96,Value44533)
Insert(483.41,Value44534)
Insert(-8.48,Value44535)
Insert(463.18,Value44536)
Insert(219.38,Value44537)
Insert(1234.91,Value44538)
Insert(1479.81,Value44539)
Insert(-659.66,Value44540)
Insert(83.58,Value44541)
Insert(-563.01,Value44542)
Insert(1255.3,Value44543)
Insert(-285.65,Value44544)
Insert(-975.25,Value44545)
Insert(-789.99,Value44546)
Insert(524.99,Value44547)
Insert(-328.5,Value44548)
Insert(1108.8,Value44549)
Insert(789.05,Value44550)
Insert(223.87,Value44551)
Insert(998.32,Value44552)
Insert(1149.14,Value44553)
Insert(-139.59,Value44554)
Insert(551.24,Value44555)
Insert(-788.59,Value44556)
Insert(135.61,Value44557)
Insert(-593.45,Value44558)
Insert(583.17,Value44559)
Insert(-684.66,Value44560)
Insert(-1299.45,Value44561)
Insert(-804.74,Value44562)
Insert(1056.48,Value44563)
Insert(-171.2,Value44564)
Insert(-1458.19,Value44565)
Insert(1376.06,Value44566)
Insert(-1350.48,Value44567)
Insert(-282.33,Value44568)
Insert(398.52,Value44569)
Insert(-582.08,Value44570)
Insert(-996.84,Value44571)
Insert(-1187.63,Value44572)
Insert(-598.42,Value44573)
Insert(1413.15,Value44574)
Insert(-1176.65,Value44575)
Insert(967.21,Value44576)
Insert(-484.45,Value44577)
Insert(-180.48,Value44578)
Insert(1246.98,Value44579)
Insert(246.82,Value44580)
Insert(115.9,Value44581)
Insert(57.74,Value44582)
Insert(-763.94,Value44583)
Insert(-1430.71,Value44584)
Insert(-330.35,Value44585)
Insert(-919.76,Value44586)
Insert(-737.4,Value44587)
Insert(1493.22,Value44588)
Insert(-629.06,Value44589)
Insert(-1346.64,Value44590)
Insert(190.32,Value44591)
Insert(862.21,Value44592)
Insert(531.87,Value44593)
Insert(218.68,Value44594)
Insert(458.04,Value44595)
Insert(-1218.34,Value44596)
Insert(273.47,Value44597)
Insert(-591.01,Value44598)
Insert(559.89,Value44599)
Insert(1408.99,Value44600)
Insert(1206.33,Value44601)
Insert(47.41,Value44602)
Insert(-1068.18,Value44603)
Insert(-655.98,Value44604)
Insert(-836.71,Value44605)
Insert(-301.93,Value44606)
Insert(1130.37,Value44607)
Insert(-1381.2,Value44608)
Insert(-485.78,Value44609)
Insert(-298.94,Value44610)
Insert(-546.6,Value44611)
Insert(-1475.66,Value44612)
Insert(-145.95,Value44613)
Insert(1333.87,Value44614)
Insert(1016.37,Value44615)
Insert(-798.71,Value44616)
Insert(-1154.79,Value44617)
Insert(86.72,Value44618)
Insert(-1276.66,Value44619)
Insert(976.95,Value44620)
Insert(-1389.57,Value44621)
Insert(353.8,Value44622)
Insert(-601.46,Value44623)
Insert(460.11,Value44624)
Insert(933.32,Value44625)
Insert(-1337.27,Value44626)
Insert(30.11,Value44627)
Insert(-219.34,Value44628)
Insert(1164.7,Value44629)
Insert(-161.0,Value44630)
Insert(863.89,Value44631)
Insert(-421.65,Value44632)
Insert(-896.79,Value44633)
Insert(297.38,Value44634)
Insert(1478.5,Value44635)
Insert(-468.17,Value44636)
Insert(274.42,Value44637)
Insert(678.56,Value44638)
Insert(-964.28,Value44639)
Insert(964.53,Value44640)
Insert(-782.68,Value44641)
Insert(-222.61,Value44642)
Insert(-1241.1,Value44643)
Insert(1184.55,Value44644)
Insert(1167.79,Value44645)
Insert(616.86,Value44646)
Insert(198.6,Value44647)
Insert(323.03,Value44648)
Insert(-1109.05,Value44649)
Insert(-164.4,Value44650)
Insert(-923.98,Value44651)
Insert(-801.83,Value44652)
Insert(312.92,Value44653)
Insert(1194.5,Value44654)
Insert(-749.71,Value44655)
Insert(-1403.14,Value44656)
Insert(-992.65,Value44657)
Insert(816.05,Value44658)
Insert(497.76,Value44659)
Insert(1486.97,Value44660)
Insert(1035.68,Value44661)
Insert(-397.69,Value44662)
Insert(95.01,Value44663)
Insert(-1186.6,Value44664)
Insert(243.65,Value44665)
Insert(275.5,Value44666)
Insert(-1330.4,Value44667)
Insert(348.11,Value44668)
Insert(532.55,Value44669)
Insert(441.47,Value44670)
Insert(59.14,Value44671)
Insert(762.56,Value44672)
Insert(-6.55,Value44673)
Insert(354.01,Value44674)
Insert(-1120.92,Value44675)
Insert(-1185.86,Value44676)
Insert(-1159.24,Value44677)
Insert(-303.17,Value44678)
Insert(-179.39,Value44679)
Insert(1169.69,Value44680)
Insert(-1074.43,Value44681)
Insert(-1180.42,Value44682)
Insert(1050.76,Value44683)
Insert(-499.2,Value44684)
Insert(1198.1,Value44685)
Insert(-1200.42,Value44686)
Insert(1431.74,Value44687)
Insert(-364.26,Value44688)
Insert(485.32,Value44689)
Insert(1413.52,Value44690)
Insert(313.6,Value44691)
Insert(1379.94,Value44692)
Insert(1196.52,Value44693)
Insert(944.93,Value44694)
Insert(-1165.16,Value44695)
Insert(902.11,Value44696)
Insert(1380.8,Value44697)
Insert(-51.29,Value44698)
Insert(-687.41,Value44699)
Insert(-1488.02,Value44700)
Insert(1358.6,Value44701)
Insert(273.94,Value44702)
Insert(985.05,Value44703)
Insert(-1090.55,Value44704)
Insert(338.92,Value44705)
Insert(1082.9,Value44706)
Insert(123.18,Value44707)
Insert(970.04,Value44708)
Insert(-802.22,Value44709)
Insert(-160.04,Value44710)
Insert(-196.6,Value44711)
Insert(701.5,Value44712)
Insert(1314.25,Value44713)
Insert(-1145.94,Value44714)
Insert(-38.6,Value44715)
Insert(-267.86,Value44716)
Insert(-707.59,Value44717)
Insert(-330.13,Value44718)
Insert(193.04,Value44719)
Insert(-390.66,Value44720)
Insert(-65.14,Value44721)
Insert(530.66,Value44722)
Insert(-1190.26,Value44723)
Insert(1169.51,Value44724)
Insert(-170.21,Value44725)
Insert(1286.81,Value44726)
Insert(499.6,Value44727)
Insert(-19.51,Value44728)
Insert(1126.26,Value44729)
Insert(-879.3,Value44730)
Insert(107.89,Value44731)
Insert(-1389.64,Value44732)
Insert(1061.76,Value44733)
Insert(785.32,Value44734)
Insert(-122.67,Value44735)
Insert(945.91,Value44736)
Insert(991.71,Value44737)
Insert(428.15,Value44738)
Insert(873.07,Value44739)
Insert(-913.17,Value44740)
Insert(-628.23,Value44741)
Insert(343.54,Value44742)
Insert(524.42,Value44743)
Insert(-128.88,Value44744)
Insert(-269.83,Value44745)
Insert(1438.95,Value44746)
Insert(1223.63,Value44747)
Insert(-642.01,Value44748)
Insert(-36.81,Value44749)
Insert(-404.97,Value44750)
Insert(-881.11,Value44751)
Insert(-729.5,Value44752)
Insert(649.97,Value44753)
Insert(-1291.98,Value44754)
Insert(638.59,Value44755)
Insert(-732.9,Value44756)
Insert(-722.34,Value44757)
Insert(-1182.18,Value44758)
Insert(-255.43,Value44759)
Insert(100.84,Value44760)
Insert(506.09,Value44761)
Insert(-175.03,Value44762)
Insert(1441.24,Value44763)
Insert(131.71,Value44764)
Insert(-418.77,Value44765)
Insert(443.85,Value44766)
Insert(511.66,Value44767)
Insert(-1391.6,Value44768)
Insert(424.87,Value44769)
Insert(680.84,Value44770)
Insert(1419.84,Value44771)
Insert(-556.15,Value44772)
Insert(1209.26,Value44773)
Insert(-1432.67,Value44774)
Insert(-129.85,Value44775)
Insert(717.6,Value44776)
Insert(-652.82,Value44777)
Insert(962.34,Value44778)
Insert(915.66,Value44779)
Insert(-1251.27,Value44780)
Insert(37.62,Value44781)
Insert(606.01,Value44782)
Insert(1320.54,Value44783)
Insert(1237.14,Value44784)
Insert(1050.92,Value44785)
Insert(321.4,Value44786)
Insert(-255.7,Value44787)
Insert(633.18,Value44788)
Insert(770.61,Value44789)
Insert(645.14,Value44790)
Insert(-427.8,Value44791)
Insert(-1069.78,Value44792)
Insert(1433.05,Value44793)
Insert(-1146.48,Value44794)
Insert(67.69,Value44795)
Insert(-64.5,Value44796)
Insert(-1273.69,Value44797)
Insert(-1003.51,Value44798)
Insert(-921.17,Value44799)
Insert(789.5,Value44800)
Insert(-1121.35,Value44801)
Insert(-83.69,Value44802)
Insert(-114.59,Value44803)
Insert(1419.67,Value44804)
Insert(606.14,Value44805)
Insert(46.98,Value44806)
Insert(88.81,Value44807)
Insert(-1350.94,Value44808)
Insert(-264.69,Value44809)
Insert(577.57,Value44810)
Insert(954.08,Value44811)
Insert(847.17,Value44812)
Insert(991.45,Value44813)
Insert(523.54,Value44814)
Insert(-623.84,Value44815)
Insert(-64.44,Value44816)
Insert(1170.35,Value44817)
Insert(-259.37,Value44818)
Insert(-1182.76,Value44819)
Insert(116.13,Value44820)
Insert(894.51,Value44821)
Insert(-1418.7,Value44822)
Insert(-795.24,Value44823)
Insert(1170.95,Value44824)
Insert(877.84,Value44825)
Insert(952.8,Value44826)
Insert(1433.61,Value44827)
Insert(141.64,Value44828)
Insert(69.24,Value44829)
Insert(859.2,Value44830)
Insert(1145.7,Value44831)
Insert(901.09,Value44832)
Insert(-1383.31,Value44833)
Insert(586.1,Value44834)
Insert(373.75,Value44835)
Insert(-881.67,Value44836)
Insert(-384.0,Value44837)
Insert(865.53,Value44838)
Insert(-806.68,Value44839)
Insert(-1296.32,Value44840)
Insert(-1347.56,Value44841)
Insert(1125.12,Value44842)
Insert(-966.49,Value44843)
Insert(-1293.02,Value44844)
Insert(753.13,Value44845)
Insert(320.21,Value44846)
Insert(1113.25,Value44847)
Insert(354.27,Value44848)
Insert(-1159.11,Value44849)
Insert(-48.2,Value44850)
Insert(287.21,Value44851)
Insert(879.8,Value44852)
Insert(863.16,Value44853)
Insert(-78.39,Value44854)
Insert(27.17,Value44855)
Insert(-1023.91,Value44856)
Insert(275.1,Value44857)
Insert(-297.04,Value44858)
Insert(728.45,Value44859)
Insert(-398.79,Value44860)
Insert(-265.87,Value44861)
Insert(1438.69,Value44862)
Insert(-61.34,Value44863)
Insert(-117.11,Value44864)
Insert(1032.42,Value44865)
Insert(-620.01,Value44866)
Insert(-630.97,Value44867)
Insert(-603.54,Value44868)
Insert(-588.85,Value44869)
Insert(1113.8,Value44870)
Insert(1405.43,Value44871)
Insert(1393.64,Value44872)
Insert(1111.35,Value44873)
Insert(230.93,Value44874)
Insert(-485.44,Value44875)
Insert(1316.78,Value44876)
Insert(976.7,Value44877)
Insert(-1449.3,Value44878)
Insert(-545.87,Value44879)
Insert(-987.29,Value44880)
Insert(-843.0,Value44881)
Insert(613.38,Value44882)
Insert(587.83,Value44883)
Insert(-886.62,Value44884)
Insert(-560.82,Value44885)
Insert(591.89,Value44886)
Insert(-1281.55,Value44887)
Insert(-279.79,Value44888)
Insert(26.11,Value44889)
Insert(-1415.83,Value44890)
Insert(-575.07,Value44891)
Insert(551.12,Value44892)
Insert(289.63,Value44893)
Insert(1192.57,Value44894)
Insert(-894.27,Value44895)
Insert(-1078.95,Value44896)
Insert(-1325.09,Value44897)
Insert(1375.73,Value44898)
Insert(-37.23,Value44899)
Insert(907.41,Value44900)
Insert(-372.89,Value44901)
Insert(965.21,Value44902)
Insert(-1106.4,Value44903)
Insert(938.54,Value44904)
Insert(-1195.07,Value44905)
Insert(1067.62,Value44906)
Insert(-395.61,Value44907)
Insert(714.09,Value44908)
Insert(-858.46,Value44909)
Insert(277.2,Value44910)
Insert(200.53,Value44911)
Insert(48.92,Value44912)
Insert(658.3,Value44913)
Insert(-185.01,Value44914)
Insert(495.53,Value44915)
Insert(644.86,Value44916)
Insert(-28.92,Value44917)
Insert(-216.28,Value44918)
Insert(753.09,Value44919)
Insert(1333.06,Value44920)
Insert(149.16,Value44921)
Insert(559.63,Value44922)
Insert(-219.86,Value44923)
Insert(-1459.87,Value44924)
Insert(249.83,Value44925)
Insert(601.97,Value44926)
Insert(653.86,Value44927)
Insert(141.84,Value44928)
Insert(-951.56,Value44929)
Insert(721.8,Value44930)
Insert(-977.34,Value44931)
Insert(132.61,Value44932)
Insert(1210.51,Value44933)
Insert(611.95,Value44934)
Insert(120.83,Value44935)
Insert(762.78,Value44936)
Insert(-972.27,Value44937)
Insert(-1157.24,Value44938)
Insert(406.32,Value44939)
Insert(-433.63,Value44940)
Insert(983.93,Value44941)
Insert(1498.55,Value44942)
Insert(384.48,Value44943)
Insert(139.28,Value44944)
Insert(-1376.02,Value44945)
Insert(-454.59,Value44946)
Insert(-195.66,Value44947)
Insert(-1293.36,Value44948)
Insert(-475.11,Value44949)
Insert(40.63,Value44950)
Insert(-111.69,Value44951)
Insert(327.17,Value44952)
Insert(248.54,Value44953)
Insert(-1453.28,Value44954)
Insert(1349.1,Value44955)
Insert(-907.3,Value44956)
Insert(-1038.29,Value44957)
Insert(-570.87,Value44958)
Insert(905.55,Value44959)
Insert(-898.84,Value44960)
Insert(928.25,Value44961)
Insert(-479.41,Value44962)
Insert(-974.84,Value44963)
Insert(144.66,Value44964)
Insert(-305.69,Value44965)
Insert(-1289.93,Value44966)
Insert(1022.0,Value44967)
Insert(-260.47,Value44968)
Insert(1357.88,Value44969)
Insert(-462.18,Value44970)
Insert(-695.86,Value44971)
Insert(-1315.3,Value44972)
Insert(-1151.86,Value44973)
Insert(-1131.24,Value44974)
Insert(-579.59,Value44975)
Insert(-244.41,Value44976)
Insert(146.73,Value44977)
Insert(41.11,Value44978)
Insert(1331.24,Value44979)
Insert(1172.86,Value44980)
Insert(1489.16,Value44981)
Insert(306.35,Value44982)
Insert(-982.48,Value44983)
Insert(-733.78,Value44984)
Insert(-1418.07,Value44985)
Insert(955.9,Value44986)
Insert(-46.74,Value44987)
Insert(-285.16,Value44988)
Insert(858.09,Value44989)
Insert(172.47,Value44990)
Insert(-554.5,Value44991)
Insert(872.33,Value44992)
Insert(897.74,Value44993)
Insert(-904.81,Value44994)
Insert(-586.02,Value44995)
Insert(1248.55,Value44996)
Insert(1380.57,Value44997)
Insert(872.66,Value44998)
Insert(599.04,Value44999)
Insert(-849.25,Value45000)
Insert(348.97,Value45001)
Insert(-821.41,Value45002)
Insert(-151.98,Value45003)
Insert(-477.23,Value45004)
Insert(-1147.99,Value45005)
Insert(-752.97,Value45006)
Insert(487.51,Value45007)
Insert(697.69,Value45008)
Insert(1073.92,Value45009)
Insert(-770.99,Value45010)
Insert(1351.93,Value45011)
Insert(-1083.85,Value45012)
Insert(732.78,Value45013)
Insert(-1185.98,Value45014)
Insert(-919.21,Value45015)
Insert(1256.33,Value45016)
Insert(-41.09,Value45017)
Insert(-1366.21,Value45018)
Insert(861.3,Value45019)
Insert(175.23,Value45020)
Insert(343.01,Value45021)
Insert(1131.04,Value45022)
Insert(220.63,Value45023)
Insert(-721.65,Value45024)
Insert(-1072.17,Value45025)
Insert(-582.93,Value45026)
Insert(-522.57,Value45027)
Insert(-576.09,Value45028)
Insert(1457.39,Value45029)
Insert(1200.23,Value45030)
Insert(-14.07,Value45031)
Insert(1082.94,Value45032)
Insert(-556.16,Value45033)
Insert(271.86,Value45034)
Insert(-586.01,Value45035)
Insert(-1315.73,Value45036)
Insert(1360.26,Value45037)
Insert(-1105.83,Value45038)
Insert(522.09,Value45039)
Insert(1196.29,Value45040)
Insert(625.37,Value45041)
Insert(-1464.67,Value45042)
Insert(529.36,Value45043)
Insert(1358.97,Value45044)
Insert(500.13,Value45045)
Insert(247.96,Value45046)
Insert(-1274.53,Value45047)
Insert(825.82,Value45048)
Insert(-698.83,Value45049)
Insert(525.04,Value45050)
Insert(991.91,Value45051)
Insert(162.26,Value45052)
Insert(-127.69,Value45053)
Insert(-115.01,Value45054)
Insert(-1083.16,Value45055)
Insert(1246.55,Value45056)
Insert(-272.41,Value45057)
Insert(-1189.47,Value45058)
Insert(1244.55,Value45059)
Insert(-182.32,Value45060)
Insert(-699.03,Value45061)
Insert(568.13,Value45062)
Insert(-1041.03,Value45063)
Insert(758.13,Value45064)
Insert(-1254.2,Value45065)
Insert(-1159.73,Value45066)
Insert(1284.34,Value45067)
Insert(-771.27,Value45068)
Insert(-743.32,Value45069)
Insert(429.48,Value45070)
Insert(552.66,Value45071)
Insert(-1036.85,Value45072)
Insert(125.47,Value45073)
Insert(-1032.99,Value45074)
Insert(422.11,Value45075)
Insert(1027.7,Value45076)
Insert(1058.88,Value45077)
Insert(-1460.38,Value45078)
Insert(1097.5,Value45079)
Insert(488.62,Value45080)
Insert(219.83,Value45081)
Insert(-953.67,Value45082)
Insert(936.09,Value45083)
Insert(-558.86,Value45084)
Insert(827.28,Value45085)
Insert(700.42,Value45086)
Insert(320.1,Value45087)
Insert(1064.36,Value45088)
Insert(-284.24,Value45089)
Insert(-348.55,Value45090)
Insert(-1208.74,Value45091)
Insert(374.73,Value45092)
Insert(-933.82,Value45093)
Insert(1354.97,Value45094)
Insert(-943.94,Value45095)
Insert(901.59,Value45096)
Insert(1357.3,Value45097)
Insert(340.57,Value45098)
Insert(-807.0,Value45099)
Insert(-651.63,Value45100)
Insert(-1472.96,Value45101)
Insert(201.42,Value45102)
Insert(-1098.84,Value45103)
Insert(-155.88,Value45104)
Insert(-231.33,Value45105)
Insert(133.26,Value45106)
Insert(-829.83,Value45107)
Insert(706.93,Value45108)
Insert(898.47,Value45109)
Insert(-1195.3,Value45110)
Insert(-588.34,Value45111)
Insert(1242.0,Value45112)
Insert(-521.84,Value45113)
Insert(-322.69,Value45114)
Insert(350.19,Value45115)
Insert(-977.87,Value45116)
Insert(-685.17,Value45117)
Insert(138.82,Value45118)
Insert(-626.57,Value45119)
Insert(-659.25,Value45120)
Insert(204.62,Value45121)
Insert(414.38,Value45122)
Insert(1390.15,Value45123)
Insert(439.97,Value45124)
Insert(-793.64,Value45125)
Insert(1498.39,Value45126)
Insert(-953.26,Value45127)
Insert(-377.78,Value45128)
Insert(-1068.82,Value45129)
Insert(-69.25,Value45130)
Insert(-1373.76,Value45131)
Insert(-252.22,Value45132)
Insert(-831.88,Value45133)
Insert(-1357.87,Value45134)
Insert(1363.57,Value45135)
Insert(-1259.17,Value45136)
Insert(524.52,Value45137)
Insert(-223.54,Value45138)
Insert(201.7,Value45139)
Insert(124.15,Value45140)
Insert(87.93,Value45141)
Insert(746.47,Value45142)
Insert(-1434.06,Value45143)
Insert(1129.37,Value45144)
Insert(170.75,Value45145)
Insert(-917.61,Value45146)
Insert(-463.34,Value45147)
Insert(935.2,Value45148)
Insert(-443.69,Value45149)
Insert(-234.79,Value45150)
Insert(-6.06,Value45151)
Insert(-148.02,Value45152)
Insert(-1016.96,Value45153)
Insert(-848.75,Value45154)
Insert(-714.44,Value45155)
Insert(-1425.45,Value45156)
Insert(-635.35,Value45157)
Insert(222.46,Value45158)
Insert(232.89,Value45159)
Insert(420.42,Value45160)
Insert(-784.33,Value45161)
Insert(-519.91,Value45162)
Insert(-270.83,Value45163)
Insert(-1451.76,Value45164)
Insert(-643.64,Value45165)
Insert(880.96,Value45166)
Insert(-213.79,Value45167)
Insert(-912.23,Value45168)
Insert(238.99,Value45169)
Insert(-116.06,Value45170)
Insert(-1267.83,Value45171)
Insert(161.96,Value45172)
Insert(649.4,Value45173)
Insert(-1107.45,Value45174)
Insert(-634.43,Value45175)
Insert(1003.52,Value45176)
Insert(898.75,Value45177)
Insert(-534.24,Value45178)
Insert(1480.79,Value45179)
Insert(-569.7,Value45180)
Insert(574.17,Value45181)
Insert(-1050.14,Value45182)
Insert(616.52,Value45183)
Insert(507.8,Value45184)
Insert(-1496.83,Value45185)
Insert(-126.07,Value45186)
Insert(-452.22,Value45187)
Insert(700.14,Value45188)
Insert(-711.5,Value45189)
Insert(-1405.28,Value45190)
Insert(597.06,Value45191)
Insert(-222.29,Value45192)
Insert(599.82,Value45193)
Insert(-694.18,Value45194)
Insert(250.45,Value45195)
Insert(-598.93,Value45196)
Insert(1.65,Value45197)
Insert(981.12,Value45198)
Insert(-452.44,Value45199)
Insert(339.29,Value45200)
Insert(780.75,Value45201)
Insert(337.94,Value45202)
Insert(-1004.3,Value45203)
Insert(1277.49,Value45204)
Insert(1304.82,Value45205)
Insert(-36.66,Value45206)
Insert(-134.97,Value45207)
Insert(104.04,Value45208)
Insert(1471.95,Value45209)
Insert(-255.94,Value45210)
Insert(901.48,Value45211)
Insert(1453.21,Value45212)
Insert(910.36,Value45213)
Insert(151.06,Value45214)
Insert(1063.07,Value45215)
Insert(-902.61,Value45216)
Insert(945.53,Value45217)
Insert(-1412.48,Value45218)
Insert(542.86,Value45219)
Insert(-1189.86,Value45220)
Insert(951.35,Value45221)
Insert(245.36,Value45222)
Insert(-869.49,Value45223)
Insert(-50.61,Value45224)
Insert(422.28,Value45225)
Insert(484.3,Value45226)
Insert(-1040.94,Value45227)
Insert(-740.7,Value45228)
Insert(932.8,Value45229)
Insert(-971.97,Value45230)
Insert(-751.82,Value45231)
Insert(-1279.29,Value45232)
Insert(1355.88,Value45233)
Insert(912.33,Value45234)
Insert(1142.24,Value45235)
Insert(-1434.89,Value45236)
Insert(-1172.81,Value45237)
Insert(-1186.34,Value45238)
Insert(-564.9,Value45239)
Insert(619.18,Value45240)
Insert(-1149.72,Value45241)
Insert(1160.41,Value45242)
Insert(-190.81,Value45243)
Insert(1380.13,Value45244)
Insert(-762.97,Value45245)
Insert(865.58,Value45246)
Insert(-723.74,Value45247)
Insert(236.66,Value45248)
Insert(571.9,Value45249)
Insert(1218.86,Value45250)
Insert(-1373.91,Value45251)
Insert(-1448.99,Value45252)
Insert(874.48,Value45253)
Insert(670.2,Value45254)
Insert(522.53,Value45255)
Insert(-84.9,Value45256)
Insert(-601.01,Value45257)
Insert(332.33,Value45258)
Insert(324.46,Value45259)
Insert(-881.47,Value45260)
Insert(426.95,Value45261)
Insert(-206.24,Value45262)
Insert(-668.89,Value45263)
Insert(1002.23,Value45264)
Insert(-988.07,Value45265)
Insert(-904.24,Value45266)
Insert(-449.86,Value45267)
Insert(163.88,Value45268)
Insert(-936.44,Value45269)
Insert(-1343.15,Value45270)
Insert(-935.03,Value45271)
Insert(-21.0,Value45272)
Insert(-575.15,Value45273)
Insert(79.16,Value45274)
Insert(720.31,Value45275)
Insert(-940.23,Value45276)
Insert(256.95,Value45277)
Insert(-202.18,Value45278)
Insert(1086.54,Value45279)
Insert(-566.06,Value45280)
Insert(-1052.89,Value45281)
Insert(315.88,Value45282)
Insert(-297.81,Value45283)
Insert(1088.63,Value45284)
Insert(-1385.97,Value45285)
Insert(0.06,Value45286)
Insert(-809.42,Value45287)
Insert(-1356.44,Value45288)
Insert(1395.7,Value45289)
Insert(-531.12,Value45290)
Insert(-666.69,Value45291)
Insert(346.48,Value45292)
Insert(1132.54,Value45293)
Insert(-376.95,Value45294)
Insert(-468.04,Value45295)
Insert(49.93,Value45296)
Insert(-921.13,Value45297)
Insert(631.65,Value45298)
Insert(1108.48,Value45299)
Insert(-1498.27,Value45300)
Insert(-930.04,Value45301)
Insert(514.19,Value45302)
Insert(568.65,Value45303)
Insert(-351.71,Value45304)
Insert(506.5,Value45305)
Insert(394.96,Value45306)
Insert(443.06,Value45307)
Insert(116.15,Value45308)
Insert(-767.92,Value45309)
Insert(-1002.23,Value45310)
Insert(-1030.97,Value45311)
Insert(926.79,Value45312)
Insert(1081.84,Value45313)
Insert(1222.87,Value45314)
Insert(-345.9,Value45315)
Insert(1447.03,Value45316)
Insert(594.94,Value45317)
Insert(-756.58,Value45318)
Insert(204.12,Value45319)
Insert(-1085.05,Value45320)
Insert(-420.46,Value45321)
Insert(535.41,Value45322)
Insert(-191.72,Value45323)
Insert(209.54,Value45324)
Insert(-1210.78,Value45325)
Insert(-16.98,Value45326)
Insert(-1269.5,Value45327)
Insert(961.67,Value45328)
Insert(-991.57,Value45329)
Insert(1138.99,Value45330)
Insert(1105.14,Value45331)
Insert(799.85,Value45332)
Insert(-57.03,Value45333)
Insert(699.1,Value45334)
Insert(-882.29,Value45335)
Insert(-1185.2,Value45336)
Insert(1174.47,Value45337)
Insert(841.23,Value45338)
Insert(784.86,Value45339)
Insert(466.66,Value45340)
Insert(-1131.39,Value45341)
Insert(941.55,Value45342)
Insert(895.48,Value45343)
Insert(957.29,Value45344)
Insert(1415.56,Value45345)
Insert(-237.24,Value45346)
Insert(103.84,Value45347)
Insert(-1108.24,Value45348)
Insert(1215.97,Value45349)
Insert(-34.6,Value45350)
Insert(-177.25,Value45351)
Insert(219.86,Value45352)
Insert(64.31,Value45353)
Insert(-308.27,Value45354)
