Insert(-41.41,Value0)
Insert(1335.6,Value4872)
Insert(-228.96,Value4873)
Insert(-198.96,Value4874)
Insert(-224.36,Value4875)
Insert(883.09,Value4876)
Insert(-24.29,Value4877)
Insert(-337.8,Value4878)
Insert(-811.61,Value4879)
Insert(764.61,Value4880)
Insert(-957.76,Value4881)
Insert(1421.85,Value4882)
Insert(368.28,Value4883)
Insert(-314.76,Value4884)
Insert(297.34,Value4885)
Insert(17.64,Value4886)
Insert(-1052.97,Value4887)
Insert(-1447.84,Value4888)
Insert(1423.79,Value4889)
Insert(387.09,Value4890)
Insert(-790.25,Value4891)
Insert(1036.0,Value4892)
Insert(-997.79,Value4893)
Insert(1310.11,Value4894)
Insert(-191.71,Value4895)
Insert(99.34,Value4896)
Insert(590.57,Value4897)
Insert(-1049.34,Value4898)
Insert(812.4,Value4899)
Insert(28.13,Value4900)
Insert(-1313.96,Value4901)
Insert(1374.46,Value4902)
Insert(-1125.83,Value4903)
Insert(-1325.39,Value4904)
Insert(-969.94,Value4905)
Insert(-1212.11,Value4906)
Insert(432.73,Value4907)
Insert(33.89,Value4908)
Insert(1099.73,Value4909)
Insert(-1312.9,Value4910)
Insert(-1012.01,Value4911)
Insert(-1488.91,Value4912)
Insert(4.23,Value4913)
Insert(1371.09,Value4914)
Insert(1050.6,Value4915)
Insert(1246.27,Value4916)
Insert(167.29,Value4917)
Insert(389.86,Value4918)
Insert(576.34,Value4919)
Insert(-1053.88,Value4920)
Insert(267.85,Value4921)
Insert(-1029.57,Value4922)
Insert(273.81,Value4923)
Insert(1040.56,Value4924)
Insert(52.57,Value4925)
Insert(1103.89,Value4926)
Insert(184.4,Value4927)
Insert(847.94,Value4928)
Insert(313.39,Value4929)
Insert(-197.51,Value4930)
Insert(-999.58,Value4931)
Insert(-429.33,Value4932)
Insert(50.43,Value4933)
Insert(-1187.59,Value4934)
Insert(-326.34,Value4935)
Insert(-1085.66,Value4936)
Insert(-452.4,Value4937)
Insert(265.71,Value4938)
Insert(-983.62,Value4939)
Insert(-61.63,Value4940)
Insert(-1189.49,Value4941)
Insert(-704.18,Value4942)
Insert(529.76,Value4943)
Insert(-883.96,Value4944)
Insert(890.62,Value4945)
Insert(-1011.46,Value4946)
Insert(916.53,Value4947)
Insert(1356.95,Value4948)
Insert(593.74,Value4949)
Insert(-1076.95,Value4950)
Insert(-278.33,Value4951)
Insert(1170.74,Value4952)
Insert(-720.57,Value4953)
Insert(-782.95,Value4954)
Insert(266.09,Value4955)
Insert(1330.17,Value4956)
Insert(501.7,Value4957)
Insert(-1411.76,Value4958)
Insert(447.78,Value4959)
Insert(-512.33,Value4960)
Insert(-1452.13,Value4961)
Insert(186.15,Value4962)
Insert(349.19,Value4963)
Insert(-957.02,Value4964)
Insert(660.92,Value4965)
Insert(657.59,Value4966)
Insert(-462.76,Value4967)
Insert(-1141.79,Value4968)
Insert(45.55,Value4969)
Insert(-1001.51,Value4970)
Insert(-1230.92,Value4971)
Insert(-392.21,Value4972)
Insert(189.51,Value4973)
Insert(-1344.95,Value4974)
Insert(894.85,Value4975)
Insert(933.37,Value4976)
Insert(-349.12,Value4977)
Insert(-134.39,Value4978)
Insert(375.61,Value4979)
Insert(-1268.24,Value4980)
Insert(48.4,Value4981)
Insert(-832.76,Value4982)
Insert(-1087.62,Value4983)
Insert(-877.09,Value4984)
Insert(-1016.13,Value4985)
Insert(42.96,Value4986)
Insert(299.83,Value4987)
Insert(476.79,Value4988)
Insert(-41.85,Value4989)
Insert(-1388.97,Value4990)
Insert(255.69,Value4991)
Insert(1455.13,Value4992)
Insert(700.3,Value4993)
Insert(539.19,Value4994)
Insert(-721.1,Value4995)
Insert(-1052.37,Value4996)
Insert(115.38,Value4997)
Insert(-196.25,Value4998)
Insert(952.5,Value4999)
Insert(652.51,Value5000)
Insert(-1272.02,Value5001)
Insert(1426.52,Value5002)
Insert(-849.5,Value5003)
Insert(1371.96,Value5004)
Insert(-435.67,Value5005)
Insert(559.95,Value5006)
Insert(1026.09,Value5007)
Insert(-1232.76,Value5008)
Insert(-591.41,Value5009)
Insert(758.69,Value5010)
Insert(362.9,Value5011)
Insert(757.79,Value5012)
Insert(-375.71,Value5013)
Insert(1161.96,Value5014)
Insert(-1243.67,Value5015)
Insert(538.78,Value5016)
Insert(732.39,Value5017)
Insert(-1413.69,Value5018)
Insert(64.13,Value5019)
Insert(-186.45,Value5020)
Insert(825.54,Value5021)
Insert(-333.59,Value5022)
Insert(-1072.64,Value5023)
Insert(88.25,Value5024)
Insert(373.39,Value5025)
Insert(-934.83,Value5026)
Insert(-579.93,Value5027)
Insert(-81.78,Value5028)
Insert(663.15,Value5029)
Insert(-418.7,Value5030)
Insert(-836.02,Value5031)
Insert(-551.22,Value5032)
Insert(-612.15,Value5033)
Insert(-1391.18,Value5034)
Insert(-1396.02,Value5035)
Insert(-971.1,Value5036)
Insert(-1455.96,Value5037)
Insert(1134.66,Value5038)
Insert(840.13,Value5039)
Insert(176.99,Value5040)
Insert(-219.77,Value5041)
Insert(1382.13,Value5042)
Insert(259.58,Value5043)
Insert(273.67,Value5044)
Insert(-581.05,Value5045)
Insert(1157.1,Value5046)
Insert(-633.27,Value5047)
Insert(746.74,Value5048)
Insert(1227.93,Value5049)
Insert(-1243.84,Value5050)
Insert(-1213.82,Value5051)
Insert(921.28,Value5052)
Insert(629.29,Value5053)
Insert(-325.14,Value5054)
Insert(1370.84,Value5055)
Insert(-878.17,Value5056)
Insert(-387.03,Value5057)
Insert(723.8,Value5058)
Insert(1153.37,Value5059)
Insert(-833.41,Value5060)
Insert(-201.91,Value5061)
Insert(-1083.17,Value5062)
Insert(172.86,Value5063)
Insert(289.78,Value5064)
Insert(422.44,Value5065)
Insert(-448.14,Value5066)
Insert(1461.39,Value5067)
Insert(1028.16,Value5068)
Insert(1087.35,Value5069)
Insert(1037.82,Value5070)
Insert(-822.96,Value5071)
Insert(525.21,Value5072)
Insert(880.55,Value5073)
Insert(-1126.45,Value5074)
Insert(1324.81,Value5075)
Insert(443.86,Value5076)
Insert(-321.0,Value5077)
Insert(-1109.43,Value5078)
Insert(-1019.31,Value5079)
Insert(-1345.67,Value5080)
Insert(-1306.67,Value5081)
Insert(-1034.7,Value5082)
Insert(-1486.45,Value5083)
Insert(43.01,Value5084)
Insert(-1461.79,Value5085)
Insert(-1419.28,Value5086)
Insert(972.33,Value5087)
Insert(538.43,Value5088)
Insert(-1274.02,Value5089)
Insert(-647.96,Value5090)
Insert(-885.58,Value5091)
Insert(436.66,Value5092)
Insert(-310.92,Value5093)
Insert(-898.41,Value5094)
Insert(-419.23,Value5095)
Insert(-482.39,Value5096)
Insert(77.71,Value5097)
Insert(1227.98,Value5098)
Insert(-752.79,Value5099)
Insert(417.88,Value5100)
Insert(127.53,Value5101)
Insert(-446.12,Value5102)
Insert(-478.55,Value5103)
Insert(-346.04,Value5104)
Insert(-1492.98,Value5105)
Insert(209.59,Value5106)
Insert(1076.5,Value5107)
Insert(1021.86,Value5108)
Insert(-602.29,Value5109)
Insert(922.07,Value5110)
Insert(-898.75,Value5111)
Insert(1068.71,Value5112)
Insert(493.89,Value5113)
Insert(-144.35,Value5114)
Insert(38.36,Value5115)
Insert(1352.46,Value5116)
Insert(-310.69,Value5117)
Insert(899.09,Value5118)
Insert(334.86,Value5119)
Insert(-590.34,Value5120)
Insert(-792.21,Value5121)
Insert(77.67,Value5122)
Insert(1180.86,Value5123)
Insert(-1176.0,Value5124)
Insert(1127.5,Value5125)
Insert(-970.23,Value5126)
Insert(-274.68,Value5127)
Insert(1442.62,Value5128)
Insert(-1005.66,Value5129)
Insert(50.63,Value5130)
Insert(-532.44,Value5131)
Insert(585.47,Value5132)
Insert(-801.28,Value5133)
Insert(-1254.58,Value5134)
Insert(1079.19,Value5135)
Insert(823.49,Value5136)
Insert(-961.97,Value5137)
Insert(-171.79,Value5138)
Insert(-294.43,Value5139)
Insert(-233.89,Value5140)
Insert(1354.44,Value5141)
Insert(1375.11,Value5142)
Insert(-1056.41,Value5143)
Insert(-1193.07,Value5144)
Insert(1230.24,Value5145)
Insert(827.95,Value5146)
Insert(-498.96,Value5147)
Insert(1262.72,Value5148)
Insert(188.6,Value5149)
Insert(1378.23,Value5150)
Insert(376.86,Value5151)
Insert(-469.31,Value5152)
Insert(1383.15,Value5153)
Insert(-1385.22,Value5154)
Insert(252.02,Value5155)
Insert(1060.66,Value5156)
Insert(-503.91,Value5157)
Insert(-1369.21,Value5158)
Insert(621.99,Value5159)
Insert(783.61,Value5160)
Insert(-599.07,Value5161)
Insert(862.53,Value5162)
Insert(353.37,Value5163)
Insert(-929.04,Value5164)
Insert(-1087.54,Value5165)
Insert(542.81,Value5166)
Insert(928.79,Value5167)
Insert(-851.95,Value5168)
Insert(-274.64,Value5169)
Insert(928.43,Value5170)
Insert(327.52,Value5171)
Insert(-1238.8,Value5172)
Insert(-1483.13,Value5173)
Insert(809.35,Value5174)
Insert(1029.33,Value5175)
Insert(197.89,Value5176)
Insert(-1084.16,Value5177)
Insert(-1492.91,Value5178)
Insert(-939.84,Value5179)
Insert(-1479.45,Value5180)
Insert(1037.76,Value5181)
Insert(1415.03,Value5182)
Insert(954.04,Value5183)
Insert(-212.14,Value5184)
Insert(-676.6,Value5185)
Insert(-1251.29,Value5186)
Insert(811.84,Value5187)
Insert(-1382.07,Value5188)
Insert(-722.56,Value5189)
Insert(1260.43,Value5190)
Insert(198.54,Value5191)
Insert(1026.87,Value5192)
Insert(-1091.4,Value5193)
Insert(709.89,Value5194)
Insert(-932.24,Value5195)
Insert(-156.18,Value5196)
Insert(1311.67,Value5197)
Insert(-1429.79,Value5198)
Insert(-1126.98,Value5199)
Insert(150.83,Value5200)
Insert(-582.79,Value5201)
Insert(-1107.18,Value5202)
Insert(1023.07,Value5203)
Insert(483.31,Value5204)
Insert(-192.11,Value5205)
Insert(835.92,Value5206)
Insert(-1313.28,Value5207)
Insert(-855.25,Value5208)
Insert(1280.74,Value5209)
Insert(-156.29,Value5210)
Insert(-702.26,Value5211)
Insert(414.52,Value5212)
Insert(-1493.09,Value5213)
Insert(-378.96,Value5214)
Insert(51.71,Value5215)
Insert(-1234.38,Value5216)
Insert(-1096.89,Value5217)
Insert(-218.06,Value5218)
Insert(1482.8,Value5219)
Insert(-1411.27,Value5220)
Insert(1368.09,Value5221)
Insert(-1037.79,Value5222)
Insert(877.25,Value5223)
Insert(1344.2,Value5224)
Insert(-151.92,Value5225)
Insert(-897.22,Value5226)
Insert(1489.56,Value5227)
Insert(985.49,Value5228)
Insert(-372.73,Value5229)
Insert(-1209.79,Value5230)
Insert(217.27,Value5231)
Insert(1114.36,Value5232)
Insert(-1209.5,Value5233)
Insert(1311.16,Value5234)
Insert(652.98,Value5235)
Insert(46.73,Value5236)
Insert(872.95,Value5237)
Insert(127.41,Value5238)
Insert(-152.13,Value5239)
Insert(-98.72,Value5240)
Insert(89.18,Value5241)
Insert(-1191.42,Value5242)
Insert(-567.6,Value5243)
Insert(-1491.84,Value5244)
Insert(-125.35,Value5245)
Insert(-938.83,Value5246)
Insert(1202.81,Value5247)
Insert(1028.09,Value5248)
Insert(-81.7,Value5249)
Insert(202.18,Value5250)
Insert(-901.88,Value5251)
Insert(29.88,Value5252)
Insert(218.09,Value5253)
Insert(-844.81,Value5254)
Insert(-113.69,Value5255)
Insert(-1456.03,Value5256)
Insert(1104.06,Value5257)
Insert(494.64,Value5258)
Insert(1151.5,Value5259)
Insert(331.02,Value5260)
Insert(1130.64,Value5261)
Insert(1038.99,Value5262)
Insert(201.81,Value5263)
Insert(-398.59,Value5264)
Insert(326.22,Value5265)
Insert(799.7,Value5266)
Insert(-36.3,Value5267)
Insert(961.08,Value5268)
Insert(-306.51,Value5269)
Insert(259.85,Value5270)
Insert(628.15,Value5271)
Insert(-1316.2,Value5272)
Insert(735.21,Value5273)
Insert(1046.02,Value5274)
Insert(-1491.77,Value5275)
Insert(1487.07,Value5276)
Insert(1169.35,Value5277)
Insert(1247.04,Value5278)
Insert(-1061.24,Value5279)
Insert(267.49,Value5280)
Insert(116.6,Value5281)
Insert(1228.23,Value5282)
Insert(794.98,Value5283)
Insert(-1109.11,Value5284)
Insert(728.63,Value5285)
Insert(-630.32,Value5286)
Insert(1394.05,Value5287)
Insert(149.57,Value5288)
Insert(-576.5,Value5289)
Insert(181.18,Value5290)
Insert(-1245.44,Value5291)
Insert(1281.81,Value5292)
Insert(-1078.46,Value5293)
Insert(1363.32,Value5294)
Insert(-1078.94,Value5295)
Insert(886.58,Value5296)
Insert(-1079.35,Value5297)
Insert(-1370.48,Value5298)
Insert(165.78,Value5299)
Insert(-808.28,Value5300)
Insert(-1189.32,Value5301)
Insert(970.13,Value5302)
Insert(1479.46,Value5303)
Insert(34.39,Value5304)
Insert(-331.85,Value5305)
Insert(727.5,Value5306)
Insert(-702.98,Value5307)
Insert(294.21,Value5308)
Insert(-1240.09,Value5309)
Insert(1348.83,Value5310)
Insert(730.83,Value5311)
Insert(9.58,Value5312)
Insert(-608.8,Value5313)
Insert(1032.65,Value5314)
Insert(-343.62,Value5315)
Insert(-913.79,Value5316)
Insert(1435.45,Value5317)
Insert(187.85,Value5318)
Insert(1271.56,Value5319)
Insert(-1221.82,Value5320)
Insert(861.0,Value5321)
Insert(449.88,Value5322)
Insert(575.55,Value5323)
Insert(-1386.92,Value5324)
Insert(897.04,Value5325)
Insert(-1246.76,Value5326)
Insert(896.57,Value5327)
Insert(796.18,Value5328)
Insert(-1409.67,Value5329)
Insert(1156.01,Value5330)
Insert(-972.26,Value5331)
Insert(-1016.71,Value5332)
Insert(-672.25,Value5333)
Insert(-341.35,Value5334)
Insert(924.63,Value5335)
Insert(-116.55,Value5336)
Insert(-843.03,Value5337)
Insert(-349.43,Value5338)
Insert(725.0,Value5339)
Insert(-1102.05,Value5340)
Insert(1006.93,Value5341)
Insert(84.29,Value5342)
Insert(-805.62,Value5343)
Insert(-1303.44,Value5344)
Insert(717.07,Value5345)
Insert(-1407.56,Value5346)
Insert(612.12,Value5347)
Insert(1141.36,Value5348)
Insert(1239.31,Value5349)
Insert(-1168.79,Value5350)
Insert(1195.02,Value5351)
Insert(-264.88,Value5352)
Insert(-925.49,Value5353)
Insert(1465.03,Value5354)
Insert(921.71,Value5355)
Insert(-120.33,Value5356)
Insert(183.16,Value5357)
Insert(-43.29,Value5358)
Insert(-992.74,Value5359)
Insert(-721.74,Value5360)
Insert(-504.51,Value5361)
Insert(-1208.23,Value5362)
Insert(81.15,Value5363)
Insert(-75.32,Value5364)
Insert(1281.15,Value5365)
Insert(-1087.4,Value5366)
Insert(-904.63,Value5367)
Insert(1178.98,Value5368)
Insert(-961.5,Value5369)
Insert(951.25,Value5370)
Insert(1075.3,Value5371)
Insert(-1401.71,Value5372)
Insert(1009.74,Value5373)
Insert(837.0,Value5374)
Insert(-710.88,Value5375)
Insert(-668.16,Value5376)
Insert(-1304.06,Value5377)
Insert(204.63,Value5378)
Insert(-668.68,Value5379)
Insert(1267.17,Value5380)
Insert(1117.86,Value5381)
Insert(768.39,Value5382)
Insert(1186.1,Value5383)
Insert(-840.55,Value5384)
Insert(-1395.95,Value5385)
Insert(376.94,Value5386)
Insert(285.46,Value5387)
Insert(836.4,Value5388)
Insert(-388.04,Value5389)
Insert(-1018.23,Value5390)
Insert(268.26,Value5391)
Insert(-361.06,Value5392)
Insert(1292.01,Value5393)
Insert(1092.05,Value5394)
Insert(-1226.19,Value5395)
Insert(240.93,Value5396)
Insert(-693.58,Value5397)
Insert(1008.7,Value5398)
Insert(796.42,Value5399)
Insert(1275.44,Value5400)
Insert(256.99,Value5401)
Insert(-555.45,Value5402)
Insert(567.68,Value5403)
Insert(-920.8,Value5404)
Insert(826.52,Value5405)
Insert(240.71,Value5406)
Insert(-1389.13,Value5407)
Insert(947.59,Value5408)
Insert(1094.42,Value5409)
Insert(1191.12,Value5410)
Insert(-283.52,Value5411)
Insert(-1132.53,Value5412)
Insert(-1237.89,Value5413)
Insert(-786.09,Value5414)
Insert(-1406.54,Value5415)
Insert(300.57,Value5416)
Insert(53.56,Value5417)
Insert(-252.42,Value5418)
Insert(855.05,Value5419)
Insert(-710.5,Value5420)
Insert(713.8,Value5421)
Insert(-309.44,Value5422)
Insert(-194.05,Value5423)
Insert(-611.16,Value5424)
Insert(692.62,Value5425)
Insert(-72.13,Value5426)
Insert(-1210.67,Value5427)
Insert(1309.64,Value5428)
Insert(997.29,Value5429)
Insert(-1217.92,Value5430)
Insert(139.04,Value5431)
Insert(381.42,Value5432)
Insert(-1449.25,Value5433)
Insert(271.95,Value5434)
Insert(-907.85,Value5435)
Insert(-1307.71,Value5436)
Insert(-1264.42,Value5437)
Insert(-444.92,Value5438)
Insert(402.44,Value5439)
Insert(206.08,Value5440)
Insert(1480.04,Value5441)
Insert(753.7,Value5442)
Insert(-580.37,Value5443)
Insert(-308.11,Value5444)
Insert(84.91,Value5445)
Insert(1222.51,Value5446)
Insert(-836.99,Value5447)
Insert(-831.94,Value5448)
Insert(1307.18,Value5449)
Insert(-1162.42,Value5450)
Insert(542.96,Value5451)
Insert(-298.81,Value5452)
Insert(-465.53,Value5453)
Insert(1210.0,Value5454)
Insert(-1335.04,Value5455)
Insert(-1256.22,Value5456)
Insert(801.99,Value5457)
Insert(1360.65,Value5458)
Insert(316.0,Value5459)
Insert(665.64,Value5460)
Insert(1159.22,Value5461)
Insert(-1477.71,Value5462)
Insert(-1069.31,Value5463)
Insert(52.26,Value5464)
Insert(-1421.68,Value5465)
Insert(-576.91,Value5466)
Insert(-364.85,Value5467)
Insert(-407.76,Value5468)
Insert(-728.94,Value5469)
Insert(-996.86,Value5470)
Insert(633.4,Value5471)
Insert(216.66,Value5472)
Insert(1238.79,Value5473)
Insert(676.6,Value5474)
Insert(517.01,Value5475)
Insert(-1062.44,Value5476)
Insert(-341.46,Value5477)
Insert(-434.08,Value5478)
Insert(661.33,Value5479)
Insert(643.97,Value5480)
Insert(-446.82,Value5481)
Insert(-1238.79,Value5482)
Insert(1447.14,Value5483)
Insert(1149.07,Value5484)
Insert(-1250.65,Value5485)
Insert(-7.57,Value5486)
Insert(-33.05,Value5487)
Insert(-606.22,Value5488)
Insert(865.55,Value5489)
Insert(-890.24,Value5490)
Insert(-34.96,Value5491)
Insert(-222.44,Value5492)
Insert(-1484.8,Value5493)
Insert(-881.69,Value5494)
Insert(-716.83,Value5495)
Insert(-887.01,Value5496)
Insert(75.74,Value5497)
Insert(-892.86,Value5498)
Insert(609.11,Value5499)
Insert(-929.07,Value5500)
Insert(84.06,Value5501)
Insert(-133.18,Value5502)
Insert(220.65,Value5503)
Insert(-1129.33,Value5504)
Insert(-531.19,Value5505)
Insert(-1261.38,Value5506)
Insert(-319.0,Value5507)
Insert(-1301.66,Value5508)
Insert(459.81,Value5509)
Insert(599.72,Value5510)
Insert(218.17,Value5511)
Insert(-1458.35,Value5512)
Insert(833.43,Value5513)
Insert(-605.03,Value5514)
Insert(-403.96,Value5515)
Insert(-125.62,Value5516)
Insert(-1007.14,Value5517)
Insert(-1384.43,Value5518)
Insert(-1075.48,Value5519)
Insert(990.72,Value5520)
Insert(-272.58,Value5521)
Insert(-1312.86,Value5522)
Insert(-1087.34,Value5523)
Insert(1128.55,Value5524)
Insert(151.8,Value5525)
Insert(-358.13,Value5526)
Insert(-1289.59,Value5527)
Insert(-1339.06,Value5528)
Insert(1403.81,Value5529)
Insert(-418.7,Value5530)
Insert(-265.51,Value5531)
Insert(-649.06,Value5532)
Insert(-1402.38,Value5533)
Insert(-601.45,Value5534)
Insert(885.92,Value5535)
Insert(1319.95,Value5536)
Insert(1279.85,Value5537)
Insert(30.01,Value5538)
Insert(-1238.63,Value5539)
Insert(-202.05,Value5540)
Insert(-129.19,Value5541)
Insert(-525.92,Value5542)
Insert(-902.87,Value5543)
Insert(-922.5,Value5544)
Insert(454.93,Value5545)
Insert(-1209.95,Value5546)
Insert(-1222.29,Value5547)
Insert(955.24,Value5548)
Insert(20.61,Value5549)
Insert(-928.78,Value5550)
Insert(512.85,Value5551)
Insert(732.73,Value5552)
Insert(-348.21,Value5553)
Insert(562.72,Value5554)
Insert(-216.43,Value5555)
Insert(666.51,Value5556)
Insert(-1289.99,Value5557)
Insert(-221.26,Value5558)
Insert(1421.41,Value5559)
Insert(-750.15,Value5560)
Insert(-970.77,Value5561)
Insert(-1001.02,Value5562)
Insert(1453.56,Value5563)
Insert(328.35,Value5564)
Insert(607.16,Value5565)
Insert(1216.95,Value5566)
Insert(-1281.21,Value5567)
Insert(1303.58,Value5568)
Insert(76.25,Value5569)
Insert(223.57,Value5570)
Insert(-1322.08,Value5571)
Insert(1419.8,Value5572)
Insert(1326.76,Value5573)
Insert(142.85,Value5574)
Insert(1280.48,Value5575)
Insert(-1147.98,Value5576)
Insert(-20.84,Value5577)
Insert(1454.77,Value5578)
Insert(677.5,Value5579)
Insert(434.86,Value5580)
Insert(-43.93,Value5581)
Insert(401.47,Value5582)
Insert(800.75,Value5583)
Insert(189.99,Value5584)
Insert(1254.1,Value5585)
Insert(-281.01,Value5586)
Insert(-766.85,Value5587)
Insert(1465.98,Value5588)
Insert(-1448.65,Value5589)
Insert(1362.66,Value5590)
Insert(1112.86,Value5591)
Insert(171.34,Value5592)
Insert(1089.33,Value5593)
Insert(813.54,Value5594)
Insert(-876.12,Value5595)
Insert(-680.99,Value5596)
Insert(-375.19,Value5597)
Insert(192.76,Value5598)
Insert(152.57,Value5599)
Insert(-31.7,Value5600)
Insert(-1446.26,Value5601)
Insert(-419.6,Value5602)
Insert(13.11,Value5603)
Insert(804.17,Value5604)
Insert(-599.66,Value5605)
Insert(-497.47,Value5606)
Insert(-472.62,Value5607)
Insert(220.38,Value5608)
Insert(-992.6,Value5609)
Insert(-281.28,Value5610)
Insert(1397.81,Value5611)
Insert(934.51,Value5612)
Insert(-1419.0,Value5613)
Insert(-784.42,Value5614)
Insert(-473.09,Value5615)
Insert(1059.91,Value5616)
Insert(574.01,Value5617)
Insert(-1034.0,Value5618)
Insert(859.78,Value5619)
Insert(-177.64,Value5620)
Insert(706.19,Value5621)
Insert(372.23,Value5622)
Insert(194.62,Value5623)
Insert(46.54,Value5624)
Insert(173.82,Value5625)
Insert(-463.57,Value5626)
Insert(-617.59,Value5627)
Insert(-943.92,Value5628)
Insert(449.84,Value5629)
Insert(-754.0,Value5630)
Insert(265.59,Value5631)
Insert(-798.83,Value5632)
Insert(1383.46,Value5633)
Insert(-873.85,Value5634)
Insert(476.11,Value5635)
Insert(-252.93,Value5636)
Insert(1445.83,Value5637)
Insert(418.96,Value5638)
Insert(1079.85,Value5639)
Insert(-817.51,Value5640)
Insert(-701.92,Value5641)
Insert(-347.19,Value5642)
Insert(-623.25,Value5643)
Insert(-1040.26,Value5644)
Insert(-120.47,Value5645)
Insert(616.08,Value5646)
Insert(-1181.83,Value5647)
Insert(-632.08,Value5648)
Insert(236.07,Value5649)
Insert(-1067.19,Value5650)
Insert(-838.69,Value5651)
Insert(-288.65,Value5652)
Insert(-37.04,Value5653)
Insert(-246.98,Value5654)
Insert(554.23,Value5655)
Insert(-520.68,Value5656)
Insert(407.52,Value5657)
Insert(785.6,Value5658)
Insert(-1333.84,Value5659)
Insert(-83.27,Value5660)
Insert(775.1,Value5661)
Insert(895.84,Value5662)
Insert(-888.48,Value5663)
Insert(1234.51,Value5664)
Insert(730.23,Value5665)
Insert(-1334.26,Value5666)
Insert(-510.36,Value5667)
Insert(-353.41,Value5668)
Insert(-1382.99,Value5669)
Insert(-983.62,Value5670)
Insert(1029.95,Value5671)
Insert(-996.32,Value5672)
Insert(-1415.99,Value5673)
Insert(-541.64,Value5674)
Insert(1410.71,Value5675)
Insert(-1266.79,Value5676)
Insert(1126.95,Value5677)
Insert(-1352.02,Value5678)
Insert(1332.34,Value5679)
Insert(1485.52,Value5680)
Insert(-1497.41,Value5681)
Insert(783.52,Value5682)
Insert(1259.81,Value5683)
Insert(-696.1,Value5684)
Insert(1144.58,Value5685)
Insert(590.96,Value5686)
Insert(-933.6,Value5687)
Insert(-1052.08,Value5688)
Insert(-1094.2,Value5689)
Insert(-1185.06,Value5690)
Insert(1012.08,Value5691)
Insert(483.06,Value5692)
Insert(1481.36,Value5693)
Insert(-986.2,Value5694)
Insert(-738.56,Value5695)
Insert(-327.67,Value5696)
Insert(-1059.52,Value5697)
Insert(920.31,Value5698)
Insert(-1032.18,Value5699)
Insert(-1491.8,Value5700)
Insert(401.0,Value5701)
Insert(1233.98,Value5702)
Insert(494.15,Value5703)
Insert(193.12,Value5704)
Insert(-8.14,Value5705)
Insert(534.9,Value5706)
Insert(-1498.98,Value5707)
Insert(-1093.8,Value5708)
Insert(-467.49,Value5709)
Insert(-391.51,Value5710)
Insert(342.84,Value5711)
Insert(-1178.36,Value5712)
Insert(-1407.17,Value5713)
Insert(-821.03,Value5714)
Insert(-1354.01,Value5715)
Insert(-311.27,Value5716)
Insert(1334.18,Value5717)
Insert(1353.35,Value5718)
Insert(-146.8,Value5719)
Insert(619.8,Value5720)
Insert(-1491.93,Value5721)
Insert(-100.85,Value5722)
Insert(59.33,Value5723)
Insert(-508.63,Value5724)
Insert(1388.84,Value5725)
Insert(644.3,Value5726)
Insert(391.26,Value5727)
Insert(-1221.2,Value5728)
Insert(280.16,Value5729)
Insert(-1389.9,Value5730)
Insert(487.85,Value5731)
Insert(-1343.65,Value5732)
Insert(135.42,Value5733)
Insert(-920.48,Value5734)
Insert(154.76,Value5735)
Insert(1474.65,Value5736)
Insert(-1004.86,Value5737)
Insert(192.86,Value5738)
Insert(-79.9,Value5739)
Insert(1417.45,Value5740)
Insert(1105.76,Value5741)
Insert(1474.21,Value5742)
Insert(-1407.09,Value5743)
Insert(-984.75,Value5744)
Insert(-999.59,Value5745)
Insert(-1198.44,Value5746)
Insert(-161.01,Value5747)
Insert(1316.23,Value5748)
Insert(1169.9,Value5749)
Insert(154.72,Value5750)
Insert(790.81,Value5751)
Insert(988.48,Value5752)
Insert(-223.4,Value5753)
Insert(806.43,Value5754)
Insert(-1192.3,Value5755)
Insert(-1208.43,Value5756)
Insert(1286.35,Value5757)
Insert(304.53,Value5758)
Insert(9.31,Value5759)
Insert(28.89,Value5760)
Insert(-556.23,Value5761)
Insert(123.67,Value5762)
Insert(66.99,Value5763)
Insert(-731.64,Value5764)
Insert(-952.99,Value5765)
Insert(502.97,Value5766)
Insert(-1162.36,Value5767)
Insert(1082.01,Value5768)
Insert(-1066.52,Value5769)
Insert(-1298.47,Value5770)
Insert(275.13,Value5771)
Insert(599.87,Value5772)
Insert(732.13,Value5773)
Insert(-442.76,Value5774)
Insert(-1240.21,Value5775)
Insert(683.01,Value5776)
Insert(764.08,Value5777)
Insert(452.1,Value5778)
Insert(902.75,Value5779)
Insert(-420.97,Value5780)
Insert(861.3,Value5781)
Insert(1228.43,Value5782)
Insert(-1043.38,Value5783)
Insert(-338.17,Value5784)
Insert(-617.23,Value5785)
Insert(-854.47,Value5786)
Insert(372.49,Value5787)
Insert(-17.93,Value5788)
Insert(-1075.24,Value5789)
Insert(765.74,Value5790)
Insert(214.52,Value5791)
Insert(-756.84,Value5792)
Insert(-684.16,Value5793)
Insert(-893.24,Value5794)
Insert(-903.21,Value5795)
Insert(-22.58,Value5796)
Insert(-633.78,Value5797)
Insert(-469.02,Value5798)
Insert(-1132.19,Value5799)
Insert(26.63,Value5800)
Insert(-1442.7,Value5801)
Insert(964.35,Value5802)
Insert(923.18,Value5803)
Insert(-928.28,Value5804)
Insert(475.47,Value5805)
Insert(439.88,Value5806)
Insert(1017.04,Value5807)
Insert(517.31,Value5808)
Insert(451.48,Value5809)
Insert(1337.27,Value5810)
Insert(784.84,Value5811)
